ObjectID,Classification,Park,City,Surface_Type,Width_ft,Summer_Use,Winter_Use,Plowed,Trail_Name,Length_ft,city_population
29836,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,417.91,33138.0
29837,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,510.68,33138.0
29838,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,94.42,33138.0
29839,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,79.98,33138.0
29840,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,123.71,33138.0
29841,PT,Murphy-Hanrehan,Credit River Twp.,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,202.42,
29842,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,214.42,33138.0
29843,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,141.75,33138.0
29844,PT,Murphy-Hanrehan,Credit River Twp.,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,237.07,
29845,PT,Baker,Medina,Snow Only,,"Unpaved Hike, Dog (On-Leash)",Snowmobile,False,,167.65,7102.0
30250,RT,Crow-Hassan,Hanover,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,595.56,4117.0
30262,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,118.17,
30263,PT,Carver,Laketown Twp.,Gravel,12.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,195.66,
30267,PT,Murphy-Hanrehan,Burnsville,Snow Only,14.0,"Unpaved Hike, Dog (On-Leash)",Bypass,False,,838.62,64857.0
30668,PT,Murphy-Hanrehan,Burnsville,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Bypass,False,,669.93,64857.0
30670,RT,Not In Park,Plymouth,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,2520.85,76546.0
31482,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,,80.69,
31483,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,,88.97,
31882,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,55.44,
31883,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,37.57,
31884,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,148.4,
31885,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,394.88,
31892,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,62.4,
31893,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,100.37,
31894,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,104.11,
31914,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,133.94,
31916,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,74.22,
31917,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,73.81,
31918,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,381.16,
31924,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,245.45,
31926,PT,Cedar Lake Farm,Helena Twp.,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,71.5,
31927,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,143.84,
31930,PT,Cedar Lake Farm,Helena Twp.,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,142.79,
31931,PT,Cedar Lake Farm,Helena Twp.,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,91.89,
31935,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,168.97,
31940,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,155.71,
31941,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,212.37,
31943,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,149.15,
31946,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,85.37,
31948,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,107.53,
31950,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,26.43,
31955,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,163.73,
31959,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,111.86,
31960,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,210.53,
31961,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,91.36,
31963,PT,Cedar Lake Farm,Helena Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,206.42,
31966,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,946.66,33138.0
31974,PT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,359.97,71618.0
31975,PT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,252.08,71618.0
31976,PT,Murphy-Hanrehan,Savage,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Dog (On-Leash)",False,,147.02,33138.0
31977,PT,Murphy-Hanrehan,Savage,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Dog (On-Leash)",False,,75.61,33138.0
31978,PT,Murphy-Hanrehan,Savage,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Dog (On-Leash)",False,,66.35,33138.0
31980,PT,Murphy-Hanrehan,Savage,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Dog (On-Leash)",False,,272.26,33138.0
31986,PT,Sochacki,Golden Valley,Bituminous,8.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1882.87,20789.0
31990,PT,Sochacki,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,2426.21,13764.0
31991,PT,Hyland,Bloomington,Mowed,12.0,,"Cross-country Skate/Classic, Lit, Snowmaking",False,,873.67,86580.0
31994,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,247.7,8946.0
31995,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,29.92,8946.0
31996,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,29.53,8946.0
31997,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,25.75,8946.0
31999,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,28.72,
32000,PT,Sochacki,Robbinsdale,Bituminous,8.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,100.98,13764.0
32002,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,146.1,61496.0
32003,RT,Mississippi Gateway,Brooklyn Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,West Mississippi River Regional Trail,263.57,80619.0
32004,RT,Not In Park,Brooklyn Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,West Mississippi River Regional Trail,266.37,80619.0
32006,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,,46.56,86580.0
32014,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,4891.97,22523.0
32018,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,7534.96,22523.0
32021,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,716.59,22523.0
32025,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,512.5,22523.0
32049,PT,Elm Creek,Champlin,Boardwalk,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,54.3,22523.0
32391,PT,Hyland,Bloomington,Mowed,25.0,,"Cross-country Skate/Classic, Lit, Snowmaking",False,,1097.13,86580.0
32392,PT,Hyland,Bloomington,Mowed,15.0,,"Cross-country Skate/Classic, Lit, Snowmaking",False,,555.53,86580.0
32399,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,4857.7,22523.0
32411,RT,Not In Park,Fort Snelling,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,3630.36,
32412,RT,Not In Park,Richfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,3734.01,36284.0
32413,RT,Not In Park,Richfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,402.16,36284.0
32414,RT,Not In Park,Robbinsdale,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,1337.93,13764.0
32416,RT,Not In Park,Robbinsdale,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,741.99,13764.0
32418,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,299.95,13764.0
32419,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,965.6,13764.0
32420,RT,Not In Park,Robbinsdale,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,33.18,13764.0
32421,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,55.17,13764.0
32422,RT,Not In Park,Robbinsdale,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,19.26,13764.0
32423,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,392.26,13764.0
32424,RT,Not In Park,Robbinsdale,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,38.68,13764.0
32425,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,366.76,13764.0
32426,RT,Not In Park,Robbinsdale,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,29.78,13764.0
32427,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,204.68,13764.0
32428,RT,Not In Park,Robbinsdale,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,53.54,13764.0
32429,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,391.52,13764.0
32430,RT,Not In Park,Robbinsdale,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,57.67,13764.0
32431,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,274.1,13764.0
32432,RT,Not In Park,Robbinsdale,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,32.45,13764.0
32433,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,180.42,13764.0
32434,RT,Not In Park,Robbinsdale,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,24.23,13764.0
32442,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,18.77,36284.0
32443,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,44.05,36284.0
32444,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,51.19,36284.0
32445,RT,Not In Park,Richfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,276.25,36284.0
32446,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,44.7,36284.0
32447,RT,Not In Park,Richfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,754.0,36284.0
32448,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,73.23,36284.0
32449,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,42.52,36284.0
32450,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,46.66,36284.0
32451,RT,Not In Park,Richfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,568.76,36284.0
32452,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,90.38,36284.0
32453,RT,Not In Park,Richfield,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,175.96,36284.0
32454,RT,Not In Park,Richfield,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,56.34,36284.0
32455,RT,Not In Park,Bloomington,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,48.7,86580.0
32456,RT,Not In Park,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,694.8,86580.0
32457,RT,Not In Park,Bloomington,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,170.21,86580.0
32458,RT,Not In Park,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,1251.21,86580.0
32459,RT,Not In Park,Bloomington,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,44.31,86580.0
32460,RT,Not In Park,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,1230.14,86580.0
32461,RT,Not In Park,Bloomington,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,59.1,86580.0
32462,RT,Not In Park,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,1289.41,86580.0
32463,RT,Not In Park,Bloomington,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,48.55,86580.0
32464,RT,Not In Park,Bloomington,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,104.52,86580.0
32473,RT,Not In Park,Crystal,Crosswalk,8.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,4441.97,21459.0
32474,RT,Not In Park,Brooklyn Park,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,479.08,80619.0
32835,RT,Not In Park,Richfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,2144.61,36284.0
32836,RT,Not In Park,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nokomis - Minnesota River Regional Trail,2771.32,86580.0
32838,PT,French,Plymouth,Mowed,6.0,"Unpaved Hike, Dog (On-Leash)",,False,,95.05,76546.0
32839,PT,French,Plymouth,Mowed,,"Unpaved Hike, Dog (On-Leash)",,False,,175.87,76546.0
32840,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Snowshoe, Lit",False,Lagoon Trail,608.25,76546.0
32841,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Snowshoe, Lit",False,Lagoon Trail,580.23,76546.0
33241,RT,Not In Park,Hanover,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,4403.69,4117.0
33243,RT,Baker,Hanover,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,113.5,4117.0
33644,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,,175.21,
35665,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,3493.59,3608.0
35666,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,11902.11,3608.0
35668,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,13787.35,3608.0
35669,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,10290.79,3608.0
36879,RT,Not In Park,Plymouth,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,3140.43,76546.0
36883,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,338.27,3608.0
36885,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,2523.49,3608.0
36886,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,2171.13,3608.0
36887,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,3814.1,3608.0
36974,PT,Lake Rebecca,Independence,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,9916.51,3608.0
36975,PT,Lake Rebecca,Independence,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,800.0,3608.0
37385,PT,Lake Rebecca,Independence,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,147.37,3608.0
39830,RT,Not In Park,Victoria,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,633.61,11768.0
39832,PT,Baker,Medina,Snow Only,16.0,,Cross-country Skate/Classic,False,,1001.86,7102.0
39834,PT,Baker,Medina,Snow Only,14.0,,Cross-country Skate/Classic,False,,364.1,7102.0
41045,PT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1827.84,28160.0
41444,RT,Not In Park,Crystal,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,2154.75,21459.0
41445,RT,Not In Park,New Hope,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,4445.86,20303.0
41446,RT,Not In Park,New Hope,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,166.03,20303.0
41449,RT,Not In Park,New Hope,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,3151.93,20303.0
41451,RT,Not In Park,New Hope,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,123.33,20303.0
41452,RT,Not In Park,Crystal,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,1293.52,21459.0
41453,RT,Not In Park,Crystal,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,56.36,21459.0
41454,RT,Not In Park,Crystal,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,598.57,21459.0
41455,RT,Not In Park,Crystal,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,38.55,21459.0
41456,RT,Not In Park,Crystal,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,1297.58,21459.0
41457,RT,Not In Park,Crystal,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,93.69,21459.0
41458,RT,Not In Park,Crystal,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,281.75,21459.0
