ObjectID,Classification,Park,City,Surface_Type,Width_ft,Summer_Use,Winter_Use,Plowed,Trail_Name,Length_ft,city_population
1054,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,2437.91,
1055,RT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,2619.71,
1056,RT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1798.32,
1059,PT,Carver,Laketown Twp.,Gravel,8.0,"Unpaved Hike, Dog (On-Leash)",,False,,138.23,
1060,PT,Elm Creek,Maple Grove,Snow Only,16.0,,"Cross-country Skate/Classic, Lit, Snowmaking",False,,2191.79,71618.0
1061,PT,Lake Minnetonka,Minnetrista,Bituminous,8.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,104.04,8946.0
1065,PT,Elm Creek,Dayton,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,41.23,11065.0
1071,PT,Cleary,Credit River Twp.,Mowed,0.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,3165.39,
1076,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,2007.78,22523.0
1078,PT,Cleary,Credit River Twp.,Mowed,12.0,,Snowmobile,False,,667.89,
1081,PT,Not In Park,Minnetrista,Dock/Pier,8.0,Boardwalk,,False,,39.56,8946.0
1086,PT,Not In Park,Coon Rapids,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1031.8,63306.0
1101,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Skate/Classic,False,,981.62,76546.0
1102,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Skate/Classic,False,,919.8,76546.0
1103,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Skate/Classic,False,,128.38,76546.0
1114,PT,Cleary,Credit River Twp.,Snow Only,16.0,,Bypass,False,,500.12,
